000200.jpg,28,19,103,167,Non-Text
000200.jpg,16,54,178,249,Non-Text
000200.jpg,147,23,245,249,Non-Text
000200.jpg,227,19,400,249,Non-Text
000200.jpg,391,13,500,249,Non-Text
000200.jpg,364,212,389,249,Non-Text
000200.jpg,231,145,260,210,Non-Text
000203.jpg,52,166,167,332,Non-Text
000208.jpg,1,128,166,261,Non-Text
000208.jpg,330,223,500,375,Non-Text
000208.jpg,117,114,180,219,Non-Text
000208.jpg,59,122,131,255,Non-Text
000208.jpg,1,184,33,245,Non-Text
000208.jpg,203,151,436,308,Non-Text
000209.jpg,14,76,400,375,Non-Text
000210.jpg,377,211,404,225,Non-Text
000210.jpg,443,211,468,235,Non-Text
000210.jpg,323,214,335,226,Non-Text
000210.jpg,15,214,37,240,Non-Text
000211.jpg,48,262,244,349,Non-Text
000214.jpg,205,1,500,375,Non-Text
000215.jpg,144,81,338,411,Non-Text
000218.jpg,253,64,383,255,Non-Text
000218.jpg,107,1,202,174,Non-Text
000218.jpg,1,1,253,222,Non-Text
000219.jpg,120,333,310,464,Non-Text
000225.jpg,125,96,355,263,Non-Text
000225.jpg,2,22,47,81,Non-Text
000228.jpg,92,82,314,228,Non-Text
000232.jpg,47,92,376,334,Non-Text
000232.jpg,230,32,252,93,Non-Text
000232.jpg,404,71,500,119,Non-Text
000232.jpg,1,49,88,92,Non-Text
000232.jpg,55,68,126,90,Non-Text
000241.jpg,356,183,500,280,Non-Text
000241.jpg,60,109,142,213,Non-Text
000241.jpg,246,134,348,217,Non-Text
000242.jpg,3,3,499,287,Non-Text
000244.jpg,116,202,157,230,Non-Text
000245.jpg,18,131,488,292,Non-Text
000245.jpg,303,139,329,171,Non-Text
000246.jpg,60,44,331,310,Non-Text
000249.jpg,67,188,183,330,Non-Text
000249.jpg,108,174,160,205,Non-Text
000249.jpg,156,169,202,195,Non-Text
000249.jpg,173,184,274,326,Non-Text
000249.jpg,268,182,316,307,Non-Text
000249.jpg,269,160,314,186,Non-Text
000249.jpg,307,119,376,228,Non-Text
000249.jpg,102,177,324,302,Non-Text
000250.jpg,1,170,474,375,Non-Text
000250.jpg,97,124,150,297,Non-Text
000263.jpg,19,224,355,323,Non-Text
000263.jpg,1,355,69,499,Non-Text
000266.jpg,98,19,374,500,Non-Text
000266.jpg,1,1,375,500,Non-Text
000268.jpg,180,103,436,281,Non-Text
000268.jpg,1,58,262,333,Non-Text
000270.jpg,150,120,443,183,Non-Text
000278.jpg,294,156,500,375,Non-Text
000278.jpg,111,89,417,375,Non-Text
000294.jpg,330,11,454,368,Non-Text
000294.jpg,55,93,167,371,Non-Text
000298.jpg,180,32,339,359,Non-Text
000306.jpg,89,32,144,72,Non-Text
000306.jpg,114,36,182,86,Non-Text
000306.jpg,237,46,302,87,Non-Text
000306.jpg,303,42,380,87,Non-Text
000328.jpg,58,147,257,265,Non-Text
000328.jpg,1,109,50,229,Non-Text
000328.jpg,305,98,440,236,Non-Text
000328.jpg,281,133,316,204,Non-Text
000328.jpg,116,62,174,226,Non-Text
000328.jpg,170,83,209,148,Non-Text
000328.jpg,362,70,414,204,Non-Text
000328.jpg,281,94,327,180,Non-Text
000332.jpg,54,50,285,262,Non-Text
000336.jpg,4,7,472,426,Non-Text
000340.jpg,334,131,447,363,Non-Text
000340.jpg,72,38,186,255,Non-Text
000347.jpg,77,2,411,348,Non-Text
000370.jpg,94,104,253,256,Non-Text
000370.jpg,244,122,420,257,Non-Text
000373.jpg,19,343,319,453,Non-Text
000381.jpg,6,184,375,500,Non-Text
000381.jpg,79,157,144,266,Non-Text
000381.jpg,1,199,80,353,Non-Text
000381.jpg,1,382,111,499,Non-Text
000381.jpg,155,8,174,37,Non-Text
000382.jpg,3,167,163,500,Non-Text
000382.jpg,100,265,119,298,Non-Text
000391.jpg,57,47,465,458,Non-Text
000395.jpg,104,54,429,264,Non-Text
000408.jpg,51,114,347,499,Non-Text
000416.jpg,330,139,399,248,Non-Text
000416.jpg,181,171,259,252,Non-Text
000416.jpg,217,154,345,244,Non-Text
000417.jpg,174,82,369,375,Non-Text
000424.jpg,65,159,134,216,Non-Text
000424.jpg,189,197,284,254,Non-Text
000424.jpg,327,209,401,252,Non-Text
000424.jpg,411,177,486,227,Non-Text
000433.jpg,220,81,469,364,Non-Text
000433.jpg,196,56,454,357,Non-Text
000439.jpg,1,168,308,209,Non-Text
000454.jpg,1,15,460,297,Non-Text
000459.jpg,117,25,290,114,Non-Text
000459.jpg,26,86,500,332,Non-Text
000460.jpg,259,67,471,372,Non-Text
000461.jpg,9,100,323,231,Non-Text
000462.jpg,1,3,465,375,Non-Text
000468.jpg,1,143,217,500,Non-Text
000468.jpg,6,191,330,500,Non-Text
000482.jpg,362,129,500,254,Non-Text
000482.jpg,1,54,313,330,Non-Text
000482.jpg,33,103,58,137,Non-Text
000486.jpg,34,25,337,404,Non-Text
000503.jpg,373,142,500,374,Non-Text
000503.jpg,14,146,137,361,Non-Text
000508.jpg,435,18,500,169,Non-Text
000508.jpg,247,139,412,375,Non-Text
000508.jpg,164,47,326,231,Non-Text
000508.jpg,19,100,156,327,Non-Text
000508.jpg,155,127,288,329,Non-Text
000513.jpg,162,127,290,190,Non-Text
000522.jpg,36,128,434,271,Non-Text
000528.jpg,124,68,319,310,Non-Text
000530.jpg,1,113,183,408,Non-Text
000530.jpg,61,111,324,476,Non-Text
000530.jpg,159,61,217,168,Non-Text
000530.jpg,315,97,332,155,Non-Text
000530.jpg,37,171,332,471,Non-Text
000537.jpg,111,12,396,400,Non-Text
000541.jpg,113,195,150,213,Non-Text
000541.jpg,224,193,268,208,Non-Text
000541.jpg,237,194,272,212,Non-Text
000541.jpg,248,196,287,214,Non-Text
000541.jpg,259,194,335,219,Non-Text
000541.jpg,95,191,124,195,Non-Text
000541.jpg,79,202,156,221,Non-Text
000541.jpg,155,205,169,222,Non-Text
000544.jpg,286,93,491,229,Non-Text
000544.jpg,1,66,307,326,Non-Text
000563.jpg,164,165,450,210,Non-Text
000601.jpg,300,1,500,168,Non-Text
000601.jpg,168,34,420,190,Non-Text
000601.jpg,1,57,450,348,Non-Text
000605.jpg,321,175,386,192,Non-Text
000608.jpg,139,14,220,142,Non-Text
000608.jpg,12,110,420,286,Non-Text
000609.jpg,16,134,460,275,Non-Text
000619.jpg,143,12,459,322,Non-Text
000622.jpg,156,87,401,339,Non-Text
000626.jpg,141,23,313,298,Non-Text
000626.jpg,108,35,188,146,Non-Text
000626.jpg,32,44,116,128,Non-Text
000626.jpg,185,32,220,105,Non-Text
000633.jpg,300,122,433,240,Non-Text
000633.jpg,2,22,339,375,Non-Text
000654.jpg,155,130,231,175,Non-Text
000654.jpg,36,135,168,227,Non-Text
000654.jpg,55,152,215,249,Non-Text
000654.jpg,411,51,463,146,Non-Text
000654.jpg,368,49,424,146,Non-Text
000654.jpg,323,81,369,133,Non-Text
000654.jpg,114,61,171,139,Non-Text
000654.jpg,86,60,129,139,Non-Text
000654.jpg,295,178,382,243,Non-Text
000656.jpg,230,61,447,174,Non-Text
000657.jpg,253,156,310,176,Non-Text
000657.jpg,203,160,252,178,Non-Text
000657.jpg,148,169,206,188,Non-Text
000657.jpg,234,192,291,212,Non-Text
000657.jpg,192,197,238,216,Non-Text
000660.jpg,169,76,500,322,Non-Text
000660.jpg,1,66,141,260,Non-Text
000661.jpg,119,177,331,278,Non-Text
000661.jpg,65,90,170,197,Non-Text
000661.jpg,133,159,179,197,Non-Text
000667.jpg,287,362,415,466,Non-Text
000667.jpg,271,362,410,476,Non-Text
000676.jpg,59,94,472,270,Non-Text
000682.jpg,275,154,461,275,Non-Text
000710.jpg,143,177,225,270,Non-Text
000710.jpg,188,182,303,464,Non-Text
000710.jpg,36,367,280,500,Non-Text
000710.jpg,95,129,136,249,Non-Text
000711.jpg,59,2,236,187,Non-Text
000711.jpg,305,276,386,370,Non-Text
000713.jpg,80,168,254,312,Non-Text
000713.jpg,184,160,472,269,Non-Text
000714.jpg,190,56,439,300,Non-Text
000720.jpg,217,118,305,263,Non-Text
000728.jpg,87,39,500,331,Non-Text
000729.jpg,10,6,372,498,Non-Text
000740.jpg,290,85,404,276,Non-Text
000740.jpg,104,104,212,271,Non-Text
000742.jpg,391,129,412,168,Non-Text
000742.jpg,341,135,352,168,Non-Text
000742.jpg,1,145,311,335,Non-Text
000742.jpg,212,99,296,253,Non-Text
000746.jpg,95,57,433,333,Non-Text
000750.jpg,22,2,375,500,Non-Text
000752.jpg,1,122,500,332,Non-Text
000752.jpg,225,118,500,319,Non-Text
000752.jpg,1,119,125,332,Non-Text
000756.jpg,67,8,365,500,Non-Text
000767.jpg,32,1,470,318,Non-Text
000772.jpg,49,115,360,480,Non-Text
000776.jpg,17,26,481,193,Non-Text
000777.jpg,147,109,327,277,Non-Text
000777.jpg,224,1,361,209,Non-Text
000786.jpg,84,95,292,289,Non-Text
000786.jpg,65,144,206,270,Non-Text
000786.jpg,191,182,256,242,Non-Text
000791.jpg,84,46,450,297,Non-Text
000794.jpg,220,208,302,272,Non-Text
000796.jpg,165,118,418,316,Non-Text
000808.jpg,77,1,415,333,Non-Text
000815.jpg,286,143,481,224,Non-Text
000815.jpg,10,104,322,236,Non-Text
000820.jpg,180,140,368,307,Non-Text
000820.jpg,348,43,412,71,Non-Text
000823.jpg,49,160,343,265,Non-Text
000827.jpg,214,153,250,199,Non-Text
000827.jpg,250,160,310,202,Non-Text
000829.jpg,217,166,452,280,Non-Text
000829.jpg,1,171,199,290,Non-Text
000829.jpg,355,1,385,20,Non-Text
000829.jpg,89,115,174,170,Non-Text
000829.jpg,476,125,500,160,Non-Text
000829.jpg,52,13,81,39,Non-Text
000829.jpg,16,285,80,336,Non-Text
000829.jpg,468,315,492,351,Non-Text
000829.jpg,459,331,500,372,Non-Text
000830.jpg,124,182,352,370,Non-Text
000830.jpg,150,221,259,375,Non-Text
000830.jpg,252,201,348,347,Non-Text
000830.jpg,250,175,318,248,Non-Text
000832.jpg,89,38,337,500,Non-Text
000847.jpg,1,279,208,500,Non-Text
000847.jpg,61,111,296,500,Non-Text
000849.jpg,23,56,159,328,Non-Text
000850.jpg,213,71,334,209,Non-Text
000862.jpg,305,131,318,151,Non-Text
000862.jpg,304,142,354,160,Non-Text
000863.jpg,171,39,472,283,Non-Text
000863.jpg,12,16,151,284,Non-Text
000867.jpg,172,96,230,191,Non-Text
000871.jpg,8,114,491,292,Non-Text
000874.jpg,2,2,387,332,Non-Text
000876.jpg,117,31,376,329,Non-Text
000876.jpg,261,14,398,132,Non-Text
000879.jpg,102,95,266,375,Non-Text
000879.jpg,252,132,320,375,Non-Text
000882.jpg,82,37,500,357,Non-Text
000888.jpg,295,204,351,245,Non-Text
000888.jpg,72,208,209,319,Non-Text
000888.jpg,192,206,226,245,Non-Text
000889.jpg,37,287,186,486,Non-Text
000889.jpg,181,362,302,458,Non-Text
000889.jpg,188,2,327,394,Non-Text
000898.jpg,1,115,499,361,Non-Text
000898.jpg,297,195,351,233,Non-Text
000900.jpg,260,135,342,269,Non-Text
000900.jpg,150,172,215,269,Non-Text
000900.jpg,101,170,188,252,Non-Text
000912.jpg,153,33,500,334,Non-Text
000919.jpg,39,82,352,330,Non-Text
000947.jpg,36,43,217,474,Non-Text
000954.jpg,1,130,399,322,Non-Text
000954.jpg,1,1,118,32,Non-Text
000958.jpg,1,90,327,299,Non-Text
000962.jpg,4,137,493,375,Non-Text
000962.jpg,365,1,458,149,Non-Text
000964.jpg,167,86,288,304,Non-Text
000964.jpg,185,70,281,227,Non-Text
000973.jpg,30,51,488,331,Non-Text
000977.jpg,149,271,179,295,Non-Text
000977.jpg,36,262,94,309,Non-Text
000977.jpg,178,245,263,319,Non-Text
000977.jpg,258,266,293,296,Non-Text
000977.jpg,321,253,397,333,Non-Text
000977.jpg,327,259,454,332,Non-Text
000980.jpg,115,46,500,321,Non-Text
000989.jpg,52,117,109,177,Non-Text
000997.jpg,1,196,205,375,Non-Text
000997.jpg,381,144,459,209,Non-Text
001001.jpg,62,64,325,375,Non-Text
001001.jpg,315,102,427,356,Non-Text
001001.jpg,169,1,500,375,Non-Text
001002.jpg,199,384,375,483,Non-Text
001002.jpg,102,366,213,416,Non-Text
001002.jpg,22,341,103,396,Non-Text
001002.jpg,1,341,28,374,Non-Text
001004.jpg,143,152,235,197,Non-Text
001008.jpg,220,154,300,280,Non-Text
001009.jpg,33,11,500,375,Non-Text
001009.jpg,4,44,263,316,Non-Text
001015.jpg,96,133,110,163,Non-Text
001015.jpg,212,155,235,184,Non-Text
001015.jpg,392,188,418,209,Non-Text
001024.jpg,121,1,429,90,Non-Text
001024.jpg,1,30,386,375,Non-Text
001028.jpg,335,221,394,298,Non-Text
001028.jpg,52,231,301,500,Non-Text
001028.jpg,7,29,406,493,Non-Text
001028.jpg,359,164,406,229,Non-Text
001028.jpg,306,174,357,232,Non-Text
001028.jpg,285,173,321,221,Non-Text
001036.jpg,63,186,124,374,Non-Text
001036.jpg,1,178,35,373,Non-Text
001036.jpg,143,87,228,191,Non-Text
001036.jpg,227,5,500,375,Non-Text
001036.jpg,110,188,361,375,Non-Text
001041.jpg,143,138,283,265,Non-Text
001042.jpg,222,248,298,319,Non-Text
001042.jpg,325,259,364,323,Non-Text
001042.jpg,206,244,253,319,Non-Text
001042.jpg,149,174,220,322,Non-Text
001042.jpg,277,163,334,347,Non-Text
001042.jpg,362,163,409,336,Non-Text
001043.jpg,61,9,482,309,Non-Text
001053.jpg,24,11,285,482,Non-Text
001056.jpg,167,166,415,334,Non-Text
001056.jpg,1,1,350,300,Non-Text
001060.jpg,411,183,500,212,Non-Text
001060.jpg,155,197,183,234,Non-Text
001060.jpg,157,172,187,232,Non-Text
001061.jpg,323,33,449,128,Non-Text
001061.jpg,320,116,489,375,Non-Text
001061.jpg,1,1,321,375,Non-Text
001119.jpg,250,178,343,215,Non-Text
001124.jpg,189,140,257,213,Non-Text
001124.jpg,341,194,369,205,Non-Text
001127.jpg,42,125,203,330,Non-Text
001127.jpg,195,136,295,288,Non-Text
001127.jpg,283,113,496,241,Non-Text
001127.jpg,1,2,500,337,Non-Text
001129.jpg,2,29,500,270,Non-Text
001129.jpg,217,38,500,179,Non-Text
001129.jpg,1,51,186,168,Non-Text
001130.jpg,114,107,296,266,Non-Text
001136.jpg,35,153,500,375,Non-Text
001136.jpg,298,68,422,133,Non-Text
001136.jpg,248,155,291,222,Non-Text
001136.jpg,324,182,358,204,Non-Text
001136.jpg,40,337,121,401,Non-Text
001136.jpg,60,446,94,477,Non-Text
001136.jpg,133,364,176,383,Non-Text
001136.jpg,274,362,320,385,Non-Text
001136.jpg,369,398,415,426,Non-Text
001136.jpg,211,447,249,479,Non-Text
001137.jpg,174,117,272,333,Non-Text
001137.jpg,242,74,347,333,Non-Text
001140.jpg,257,312,323,407,Non-Text
001140.jpg,57,298,157,465,Non-Text
001140.jpg,169,64,260,402,Non-Text
001142.jpg,1,142,164,371,Non-Text
001142.jpg,89,90,177,242,Non-Text
001142.jpg,242,104,267,166,Non-Text
001142.jpg,213,107,245,159,Non-Text
001142.jpg,171,113,191,163,Non-Text
001142.jpg,191,117,206,163,Non-Text
001142.jpg,206,111,221,162,Non-Text
001143.jpg,14,40,373,475,Non-Text
001145.jpg,1,204,149,493,Non-Text
001145.jpg,114,117,304,416,Non-Text
001145.jpg,126,1,241,322,Non-Text
001145.jpg,230,433,375,500,Non-Text
001147.jpg,19,2,497,333,Non-Text
001148.jpg,222,167,248,187,Non-Text
001149.jpg,148,138,403,302,Non-Text
001149.jpg,75,85,146,153,Non-Text
001149.jpg,1,7,142,375,Non-Text
001151.jpg,93,109,316,325,Non-Text
001151.jpg,263,3,428,329,Non-Text
001151.jpg,221,1,329,196,Non-Text
001154.jpg,1,233,174,375,Non-Text
001154.jpg,134,230,171,274,Non-Text
001156.jpg,100,80,414,324,Non-Text
001158.jpg,267,1,499,350,Non-Text
001158.jpg,1,2,259,359,Non-Text
001166.jpg,329,100,379,160,Non-Text
001168.jpg,1,1,403,375,Non-Text
001168.jpg,279,73,500,375,Non-Text
001171.jpg,156,223,322,331,Non-Text
001171.jpg,4,59,66,243,Non-Text
001171.jpg,144,85,229,251,Non-Text
001171.jpg,290,66,479,331,Non-Text
001174.jpg,1,273,250,375,Non-Text
001174.jpg,315,203,380,314,Non-Text
001174.jpg,246,213,319,330,Non-Text
001174.jpg,143,202,187,293,Non-Text
001174.jpg,185,208,373,325,Non-Text
001182.jpg,125,149,403,294,Non-Text
001182.jpg,100,124,218,183,Non-Text
001184.jpg,81,279,207,356,Non-Text
001185.jpg,197,199,289,323,Non-Text
001185.jpg,78,78,289,375,Non-Text
001185.jpg,204,223,500,375,Non-Text
001185.jpg,452,131,500,253,Non-Text
001186.jpg,162,231,189,283,Non-Text
001186.jpg,154,196,192,270,Non-Text
001187.jpg,21,410,230,500,Non-Text
001187.jpg,185,363,366,500,Non-Text
001187.jpg,107,270,360,396,Non-Text
001191.jpg,1,3,298,375,Non-Text
001192.jpg,294,172,372,317,Non-Text
001192.jpg,148,107,216,234,Non-Text
001194.jpg,72,180,281,340,Non-Text
001200.jpg,16,8,475,321,Non-Text
001203.jpg,31,6,327,208,Non-Text
001205.jpg,88,76,314,263,Non-Text
001206.jpg,274,1,429,288,Non-Text
001206.jpg,172,141,236,326,Non-Text
001207.jpg,125,77,500,375,Non-Text
001209.jpg,196,96,273,238,Non-Text
001211.jpg,267,215,409,500,Non-Text
001211.jpg,1,9,224,281,Non-Text
001211.jpg,4,125,364,500,Non-Text
001212.jpg,107,166,299,329,Non-Text
001212.jpg,207,25,355,159,Non-Text
001212.jpg,277,67,357,226,Non-Text
001212.jpg,375,78,500,370,Non-Text
001212.jpg,401,28,467,125,Non-Text
001212.jpg,376,57,430,129,Non-Text
001212.jpg,178,3,238,56,Non-Text
001214.jpg,43,187,141,354,Non-Text
001214.jpg,1,227,46,375,Non-Text
001214.jpg,203,144,244,203,Non-Text
001214.jpg,122,150,205,209,Non-Text
001214.jpg,240,165,500,375,Non-Text
001225.jpg,100,212,303,414,Non-Text
001226.jpg,105,50,499,274,Non-Text
001230.jpg,68,154,399,253,Non-Text
001231.jpg,223,127,307,213,Non-Text
001231.jpg,54,142,181,263,Non-Text
001231.jpg,295,177,500,375,Non-Text
001233.jpg,64,143,257,500,Non-Text
001236.jpg,69,111,432,362,Non-Text
001236.jpg,223,28,309,253,Non-Text
001259.jpg,220,152,282,310,Non-Text
001259.jpg,190,155,242,307,Non-Text
001259.jpg,166,201,229,308,Non-Text
001260.jpg,167,85,245,140,Non-Text
001265.jpg,8,44,313,469,Non-Text
001269.jpg,108,92,389,333,Non-Text
001272.jpg,182,87,242,202,Non-Text
001272.jpg,181,154,300,264,Non-Text
001272.jpg,103,22,469,414,Non-Text
001273.jpg,53,132,392,419,Non-Text
001274.jpg,138,196,230,344,Non-Text
001289.jpg,157,98,355,188,Non-Text
001290.jpg,26,170,477,336,Non-Text
001292.jpg,363,180,412,344,Non-Text
001292.jpg,61,63,308,338,Non-Text
001292.jpg,242,45,266,103,Non-Text
001292.jpg,186,69,215,89,Non-Text
001292.jpg,154,62,225,97,Non-Text
001293.jpg,3,14,451,491,Non-Text
001298.jpg,313,60,432,193,Non-Text
001298.jpg,193,167,324,280,Non-Text
001298.jpg,107,107,208,262,Non-Text
001298.jpg,3,2,426,252,Non-Text
001299.jpg,39,26,229,412,Non-Text
001299.jpg,211,240,319,408,Non-Text
001299.jpg,318,221,408,435,Non-Text
001304.jpg,143,184,175,264,Non-Text
001304.jpg,142,225,174,288,Non-Text
001310.jpg,163,198,284,338,Non-Text
001310.jpg,263,90,381,326,Non-Text
001310.jpg,67,110,104,199,Non-Text
001310.jpg,19,132,43,166,Non-Text
001310.jpg,19,164,61,206,Non-Text
001312.jpg,1,1,480,318,Non-Text
001314.jpg,68,2,369,323,Non-Text
001375.jpg,170,9,500,383,Non-Text
001378.jpg,1,176,189,481,Non-Text
001378.jpg,182,90,350,404,Non-Text
001385.jpg,179,118,365,194,Non-Text
001385.jpg,104,156,179,189,Non-Text
001385.jpg,46,157,89,188,Non-Text
001387.jpg,38,43,375,466,Non-Text
001387.jpg,213,138,375,465,Non-Text
001388.jpg,2,2,500,414,Non-Text
001388.jpg,61,9,432,400,Non-Text
001390.jpg,196,55,228,184,Non-Text
001390.jpg,70,55,114,230,Non-Text
001390.jpg,235,62,281,187,Non-Text
001390.jpg,1,142,77,333,Non-Text
001390.jpg,269,57,319,202,Non-Text
001395.jpg,35,24,499,375,Non-Text
001397.jpg,128,121,214,263,Non-Text
001400.jpg,121,199,340,318,Non-Text
001402.jpg,213,66,443,301,Non-Text
001402.jpg,1,118,369,375,Non-Text
001402.jpg,433,51,494,124,Non-Text
001404.jpg,57,22,443,361,Non-Text
001405.jpg,83,59,273,435,Non-Text
001405.jpg,135,89,271,453,Non-Text
001413.jpg,373,163,482,256,Non-Text
001413.jpg,189,130,234,174,Non-Text
001413.jpg,96,155,149,188,Non-Text
001413.jpg,3,167,22,242,Non-Text
001413.jpg,172,177,237,243,Non-Text
001413.jpg,256,181,323,273,Non-Text
001413.jpg,83,227,162,309,Non-Text
001413.jpg,134,211,210,290,Non-Text
001413.jpg,118,188,157,226,Non-Text
